review_features,hotel_score
The hotel is well situated close to the shopping area. The size of the room is more than satisfactory and the design of the hotel is super chic. There is a smell of not used in the bathroom coming from the sewage. Maybe they should try to fix that for guests.,8.8
I booked this hotel for my parents who came to Brussels to visit me and my partner. They were very satisfied with the hotel. They loved the interior decoration of this hotel and also enjoyed the breakfast. They were happy with their room but just one thing that the isolation was too good that it was very hot when the window was open. (Outside was much cooler than the inside to give you a better idea.) Luckily the hotel offered a fan but my parents told me that it was still a bit hot there. (They are Koreans who are more used to having A/C everywhere.) Plus when they opened the window they heard lots of car noise at night although the neighborhood is very nice.,10
The location and style of the lobby I was on 3rd floor and elevator goes to the second then you have to take the stairs. Not easy when you have luggage. Then there is no AC and 3rd floor is particularly hot. If you open the window there are mosquito,6.5
Nice boutique hotel well located for access to the metro Gare Midi (Eurostar) and nearby good bars and restaurants. Room was a good size and clean. No evening meals available at the hotel limited bar choices - the breakfast is OK but nothing special for the money - there is better value to be had in cafes nearby.,7.9
Beautiful decor and a great location to walk from. It was quiet and the staff were very helpful and attentive. The bed was a little too firm for my taste.,9.2
Loved the simplistic room design and decor! ,9.5
 The staff was never behind the front desk and there was no way to call them,6.7
breakfast was quite good the bed was very uncomfortable,6
Its a new hotel with limited facilities. Its a badly designed hotel. Rooms are too small for a 3 star property. The family room we booked was on 5th floor but the elevator was up to 4th floor only. The room was so hot and there was no A/c. It was impossible to carry all our luggage to the top. When asked the hotel staff gave us a double room on 1st floor which was very small and there was no window for the room. The receptionist was kind enough to give us a fan which as per him is the best fan in Brussels. It made a motor running sound but there was no use of it. ,5.4
Great value and great location situated outside the city but walking distance (1 min ) to Louisa Avenue a famous shopping district. but it will take you 20 mins to walk to Grand Place. the bedroom is nice and the bed is comfy ! the shower over the bath when u hang the shower head water squirts everywhere literally i had to use 2 towels to wipe the water all over the bathroom floors later on i had to sit on the edge of the bath and slowly shower floors still wet but not as bad as when u hang it up . the bath glass door needs to widen to prevent water coming out,9.2
 The room doesnt clean yet till 5 clock staff didnt help us to do something better and we have to leave my baggers inside the room while housekeeping clear the room. And when come back we find out The room was no air con so hot we have to change the room at midnight. The Manager so bad doesnt help anything never contact us to do something better.,2.9
Very pleasant hotel in ALL regards. Very much to recommend! Nothing,9
Very clean nice bathroom delicious breakfast and great location (close to the European Parliament etc). The staff is very friendly. The room is very tiny and almost has no window. Feels a bit cramped.,8.3
Breakfast is correct but not exceptional.  The personal is friendly and polite The design is modern and nice There is no air conditioned. For a 3 stars hotel which charges you 170 Euros/night it is totally unacceptable. In summer (my stay was in June)  you have to sleep with the windows opened and there is some noise in the streets.  I was also disappointed when I arrived there was only one person at the reception who does everything (bar tender answers to the phone receptionist). I had to wait about 10 minutes to get my room key... Here again for that category of hotel and associated price you expect a better service for your money.,4.2
Good location just 20 minutes walk to all major landmarks. Good array of shops near the hotel. Clean room they changed the towels on a daily basis. Good breakfast although they tend to close it at 10 sharp. There is a big problem because the hotel does not have air conditioning and if you are going in summer end of June and beginning of July you will receive only a portable fan which is insufficient. So for this price and a little extra pay I could have stayed in a 4 star hotel with AC. It is sad because the hotel was recently renovated and they should have taken this aspect into account.,7.1
Great breakfast beautiful bathroom minimalist design. Its probably way too minimalist there was not even a glass in the bathroom to have some water. ,6.3
 it was so noisy in the mornings the rooms are pretty small no kettle in the room or anywhere else in the hotel in the end it doesnt worth the price.,6.7
 There was not hot water in the room and I was not told about this on arrival. Not great when you are on a business trip. The staff did not say there is an issue - the guests had to ask why the water is not on and where it will be back.,5.5
That was great nice hotel good location nice staff. ,10
The Hygge Hotel is a lovely modern hotel with a homely feel to it. Staff were friendly and accommodating. No noise throughout the night. Breakfast had lots of different options to suit all. All round lovely hotel and would stay again. Everything was good.,9.6
Coffee machine in the room and water will be good. 5th floor apartment need to go on stairs with your luggage and cold morning from one building to other not perfect as well. Lift was broken so I had to carry luggages with my family. Make sure you avoid booking rooms on 5th floor Too hot - radiators off. No lift to my apartment. No water coffee mahone in room. Broken lift. Staff didnt offer anything after found out about lift.,6
Beautiful and quiet great location. Friendly staff. ,9
The breakfast was really nice and they had a lot to chose from. The room was nice and clean so was the bathroom. Whenever I spoke to staff all were friendly. In regards to breakfast initially I found it a bit difficult to find cutlery or get the coffee machine working. When asking a member of staff for help they were happy to do so but I did experience better customer/guest service.,7.9
Location is suitable if you have car - we didnt use public transport so i cant say about it. Staff is friendly  breakfast is perfect for this budget. Rooms is super small for 2 persons there is no air condition but windows open keep temp ok ( sep)   Mattress is thin - not that comfort,8
Quiet location Metro station only a few minutes walk. ,7
Easy to access from highway good parking (not so expensive 10 euros) and really close to the metro station that brings you to city center in 15 to 20 min. ,8.3
Already the 3rd time I stay at this hotel. Everything OK but I let my car outside the parking: 10$ for 83$ (price of the room) is too much for me!,8
Design Small hardly got space for luggages,8.3
It was important for us to find a hotel with parking facilities and Ibis Erasmus was the winner. Close the metro station that take you to the city center in less than 20 min. Great choice if you arrive with a car. ,7.9
I stayed in April with my family we love the hotel. Location was good the rooms were clean and stuff was nice. Air conditioner was not working,8.3
Location near metro station not so expensive parking comfortable bed No air conditioning mosquitoes could be in your room if you sleep with open window ,7.5
Location was ideal as right next to Metro station that takes you straight into the centre of Brussels within 20/30mins. Got a shopping centre not too far away either. Could do with a little sound proofing. Could practically hear neighbours breathe.,8.8
Breakfast was OK location convenient a few minutes walk from a metro station. Difficult access.  This is outside the control of the hotel but major works at the metro station made it very difficult to access the hotel,7.5
The location is a bit far from the city but well connected with metro line. Nearby eateries are less during the night which might be a hassle. But the hotel provides pizza with toppings of our choice for Euro 12.50 even during midnights. The area is calm and quiet. For people with private vehicle can visit Hallerbos during spring season which is just 20 - 25 mins away by drive. The area is very near the highway sections. The beds were irritating. We had requested one double bed but the mattresses were in such a way that there was a huge gap between us. we had to keep pushing the mattresses all the time inside the bed frame which was a real bother in the nights.,7.5
friendly staff. close to a metro station. being overcharged twice for the same drinks in the hotel bar.,7.5
The hotel was nice and clean and really close to a metro station. It couldve been closer to the city (it was right next to the last station on the metro line).,8
The staff was very friendly and it had a good location! A dead fly sticked at our ceiling.,8.3
Price was very good and the all-you-can-eat restaurant nextdoor was excellent. Beds are a tad too hard but still OK for a few nights. The ventilation ran all night which was rather noisy and we could hear other rooms partying through it. Room didnt heat up very well. Could have been a defect in our room only though.,6.3
Good and quiet location friendly staff at the reception. Small room in my opinion proper for 1 person. I stayed for 3 nights and on the 2nd day nobody went to clean the room. Because I just arrived at the hotel about midnight and tired I did not say anything at the reception. The hotel needs to invest in pillows the ones I had were really bad.,6.7
Ok as a quick stop over if nothing else available. Room was tiny bed was so uncomfortable and the pillows were of no use at supporting your head. Had to use rolled up towels!,5
It is 300 meters from my office Free parking Just good,8
Nice room and breakfast. Its little bit far from the center.,8.3
Staff are very helpful and polite You get what you pay for here. Staff are great the bed is hard with a very thin matress and basic dated bathroom. Great for a sleep only overnight stay. Taxis are very very expensive. 30 euros for a 10 minute journey to the market ,6
Everything was perfect. And I will always choose this particular hotel whenever I want to relax from home. Big ups guys. U always have my recommendations.  Keep going Loved almost everything there,8
 Small dirty rooms need improvement first room had broken bunk bed and missing screws needs closing down,3.3
You get what you pay for basic room and facilities with a great bed. 10min walk from the bus and 20min walk from the tram. Budget friendly hotel for families or for a quick stop. The location.,9.2
Quaiet place Small simple room old furniture. Really Budget hotel. Next day I moved to Novotel next to this hotel.,5.4
Great value for the price. Easy to access. Incomplete door on toilet was not the best for smells.,7.5
 what are these toilet doors?! no privacy at all,5.8
The priceThe staff is great There was a stinky smell in the douche in one of the two roomsReally cold in the two rooms,7.5
It was in quite and calm place It was average hotel,5
The beds were very comfortable and the shower was excellent. There was enough parking. The carpet had a stain and the breakfast wasnt what wed expected. There was also some miscommunication when picking up our breakfast in the morning. That was a bit unfortunate.,8
Quiet & clean as expected good for parking  ,7.1
very close to Tesla superchargers Aircondition  not sufficient  very warm in room,7
No electrical sockets anywhere near the bed no mini fridge but very quiet clean good beds pillows blankets. Breakfast was good. ,9.2
Ok for an overnight stop A little out of the way but we knew that so not necessarily a complaint.,7.1
Location Not enough power sockets in the room. In fact there was only 1 which was far away from the bed. In this day and age there should be several power sockets for laptop phone tablet.Also there was no desk.,10
 The room was non-smoking however when wr arrived in the room the smell of sigarettes was like someone just smoked there 5 minutes ago. I was with a child of 3 years so i really didnt like that. but for the price we paid i cannot complain,7.5
Even though I checked in shortly after midnight the guy at the desk was very friendly and professional. The room was clean and nice breakfast was ok. ,7.5
Location is good The bed was not nice (needs a new matras).,7.9
Free parking and decently clean Too much plastic surfaces and location quite far from any other places,6.3
Good and easy booking in. Pleasant and helpful staff. Good variety of choice for breakfast. It was good value for money. No complaints! Found the facilities and staff very acceptable and superior in many ways to the standard Ibis hotels!,8.3
Good value for money. Very conveniently located for my business. Restaurants within 5 minutes walking distance. Friendly staff. Free parking and WiFi. Quiet area even close to the Port of Antwerpen. Considering the hotel type and associated rate nothing.,7.9
Late Checkout on sunday Till 5 pm. Good price helpful stuff.  The rooms were as expected but a bit over time which you could der in furniture. The hotel is outside the City which wasnt a big Deal so WE could save City Car Tax but a huge Problem was the Public Transport. The Bus fromm hotel is only every hour the Tram about 2km feetwalk. ,6
Free parking clean room.  The room did not have an actual bathroom. There was a sink inside one door with the toilet (which couldnt be locked) and another door with the shower. The mattress was hard and not comfortable. I booked a room with a double bed but was sent to a room with a full bed and a top bunk. Housekeeping personnel entered inside the room in the early morning before we checked out. ,5.4
was clean Very tight on space pillows very thin and lumpy not even a drinking water bottles in room. Like a youth hostel.,5.4
Great value.Everything one might need for a one night pit stop.Staff very friendly and breakfast was ace. ,10
it was open and the receptionist was nice very thin blanket. uncomfortable bed just nasty,5
Everything The weather. It was raining,10
The staff were incredible. Could not fault them what so ever. We had to cut our stay short due to needing to head home to Australia early because of COVID-19 outbreak. The staff helped us so much with anything they could to make our experience better. Thank you! Also- Our first room had a broken window they moved us straight away. The rooms were clean and tidy.  The property was quite far out from the city centre and restaurants and other shops etc. Public transport in the area was often unreliable but thats not the properties fault. ,8
 Price is on the level of 3 stars hotel but unfortunately this is one stars hotel. Booked it because needed someplace to sleep the same day I booked. its clean and ok to sleep one night but I felt discomfort everywhere :( Toilet shower 2-level bad under my bad.. I dont like it felt like Im in hospital.,6.5
Due to CORONA breakfasts are simple but good. Quite small space in the room,7
Free Bathroom Amenities and Towel rarely found in Budget Hotel.Staff is really nice. The Wi-Fi is enough too. The shower is literally in the bedroom. Its beside your bed and theres a hole in the bathroom if you are not careful the water will splash to your room.The location isnt exactly in Antwerp best if you are bring a car because the parking lot is huge.,7.5
There was a big restaurant just next 2 the hotel.So easy to grab a bite  The matras was a bit hard  and thin you could feel the plank under it ,7.1
Terrace in front hotel Bothering from one receptionist about the masks panic and spreading rummors of covid situation as a dramatic,7
Good for an overnight stop when travelling long distanced I arrived late at night and checked in with no problems. Although the location is close to the motorway (for me the main attraction a good overnight stop before continuing my journey) there isnt much else nearby - it is quite far from any tourist attractions.,10
Price breakfast cleanliness Nothing,9.6
 Extreme smell of cigarette smoke in the entire room.,6.3
Standard ibis budget in industrial area. Free parking. ,7.1
The most friendly and smiling staff I ever meet. Only few things available during breakfast but their quality was excellent. Location - every shop restaurant bar etc. are located far away.,7.1
 Each room had cigrette smell. I would not recommend for non smokers.,3.3
The staff atention It was a water leak in the toilet. Everything else was excelence,8
the staff were friendly rooms are clean and the breakfast buffet was something for everyone. ,10
Price of the room was great very clean and the staff were very friendly and polite.Accommodating to the dog too so pet friendly.Breakfast was great not a wide selection but still good for first thing in the morning. ,8.8
Nothing Breakfast was pathetic. Just bread bread bread. And a bad tasting apple juice.please refund my money.,4.6
Staff were very friendly and helpful !!!! ,9.6
Clean good easy location available off road and garage parking ($)Though breakfast cost was high until we had the breakfast very good and extensive range even make your own waffle iron and auto egg boiling with specific timers - definitely a fabulous breakfast !!  Personally like a small kettle to make a coffee but was no problem really,9.6
 The towels en the bed. The towels where way to fast wet. En the bed was really bad because it didnt had any ventilation.,6.3
Location No coffee or tea facilities in our room,6.3
Stayed for the week-end. We were on the courtside therefore it was calm. The room was spacious. The breakfast was good but quite expensive.,7
 Sorry to say wot we payed for breakfast it was rubbish wont be staying there again,9.2
Location. No hand towels in room. No kettle or tea/coffee making facilities. Cost of tea/coffee at reception was too much. Breakfast was poor - no cereal other than granola. Only scrambled eggs or boiled eggs were the hot options. No staff around to clean crumbs from tables & chairs or restock food. Cost of parking too much ($20 a night is expensive).,4
Good location. Tidy rooms. Breakfast was plenty. All in all good value for money. No idea why someone thought it was a good idea to start moving furniture in the morning in an adjacent room. Probably the cleaning crew. Some soft sliders underneath the legs might do the trick.,7.5
we liked the Location very close to restaurants and businesses. The rooms were very small specially the shower my partner is 2m and had a difficult time getting around or showering,8
the location was superb as it is close by  and within walking distance to many attractions. the room was nice although very small but had all we needed. the staff were friendly and helpful with information about the town and our trains from Gent there is limited space in front of the toilet.,7.9
Location and cleanliness of the room. Noise from the neighbors. Thin walls. Noise from the early morning from the construction next to our window.,7
very handy located in the centre of Gent breakfast was medium (savery / ham etc and jam tasted poor as well as the coffee),7
it was all pretty good the room was basic but clean the shower was powerful and had a late checkout time too soaps and shampoo could be better bed wasnt terribly comfortable but ok,8.8
Great location very close to the centre of Ghent. Excellent breakfast. Good service. Rooms are quite small but theyre fine for a short stay.,8
Friendly staff w excellent location The room was cramped especially the toilet,6
The location is excellent. The bed was comfortable. This Ibis is very very old and needs renovating.,5
Fantastic location super friendly staff A little bit overprices for a very small room but again the location is very central!,8
Location (+ good connection to the railway station) quite good breakfast No fridge and quite small amount of plugs in the room,8.3
It is an excellent location in the very heart of Gent. Breakfast is good. The room is quite small.,8.8
Location is good. Staff is nice. I have booked a superior room and I ended up in one room looking nothing like the pictures. It was extremely small. If that was the superior I cannot imagine how the standard look like.I feel I ended up not getting what I paid for! ,6.3
rooms ok for one person. excellent mattress . clean room. one towel per person is at least rediculous!!!!,7.9
The parking used to be included in this hote its not now they want $26 a day which is a  disgrace. Alternate parking is half a mile away. Also hotel looking tired See above,4
Right next to St. Baaf! And walking distance to major attractions. Staff are friendly & room is clean.  Will be back if Im to visit Gent again Nothing,9.6
The staff was super nice accomodating our requests for additional pillows/sheets. Beautiful view from our 5th floor room on Gents roofs and cathedrals! Room was a little too hot definitely too warm for the provided comforter. Bathroom is tiny!,7
The staff was amazingly kind and generous. We went in a period were the covid restrictions were very limited and we still managed to have our breakfast at our room. Also the underground parking is a plus. We took a premium room because of the bath but in the end the bath was so tiny that a grown up could not enjoy it.  We had a nice view of the church but combined with a tram passing just next to our window. ,7
I have stayed in this hotel several times it has a great location and staff is always friendly. Even with the COVID regulations the breakfast was really good. ,9
Amazing position The room was EXTRIMELY small.I was told my room would not have been cleaned due to Covid-19 restrictions. To get a clean room I would have had to change the room and I could do that as many times as I wanted. This also applies to towels and toilet paper. However after three days I asked to change my room and then they just sent the cleaning service. It seems only a cheap excuse not to clean the room. Moreover the breakfast buffet could be considered way more dangerous since people are touching food and stuff.,6
Central location great room and plentiful breakfast buffet ,10
Close to the airport with shuttle service A little bit more smiling personel,7
Start booking with breakfast include when get there is not included this second time happened with booking .com ,3.3
 We were shoved in a room that smelled of smoke - I was traveling with my young children and we arrived at night.  Even though we booked a twin room we got two tiny beds next to each other in a really tiny room.. upon complaining the check in guy came and moved the beds 6 inches apart to make it a twin room.  Just ridiculous.   The room had no amenities not even drinking water.  I was told that this is the standard Ibis affair and he claimed to have seen 13 other Ibis locations - I might have my doubts since I have stayed at various Ibis hotels as well. Stay away - far better and cheaper options available near the airport than this junk!,3.8
 I paid City tax twice. Once when i booked on Booking.com and second time on płace at the reception desk.,5
 the flushing system in the toilette did not work very well,8
 Paid wifi.. In 2021 and with this type of hotel it should be only free wifi with enough bandwidth!,9
Bed was good air conditioning to high but coulcc dc be adjusted For short stay okclean and comfortable no other problem,8
The location is excellent very close to the Airport and NATO HQ. The room was cozy and clean the staff was extremely helpful and cooperative. I appreciate the free bottle of water offered by the Hotel. I woudl really recommend it for short staying in Evere. Nothing special to report.,9
The bed was very good Very far from Brussel center and the public transportation was not very good from and to the hotel,5
Price front desk night guy was nice  Hallways smelled of cigarettes even though there were signs saying no smoking in hallways. People yelling outside room sounded like drug deals going on down the hall with people yelling throughout the whole night even as we were leaving at 4 am Parking cost even though there was no security to insure safety of car  ,4.6
Breakfast had a good choise in particular there was fresh orange juicy (to be made by yourself) and there was the possiblity to prepare your own  waffles. The hotel also has the shuttle service to/from the airport. It is really close to line 272 stop to go i and out of the city centre. THe elevator was noisy: if you have a room close to it that can be annoying,7.9
Quietness Confusion with the tax payments,7
Breakfast was not included. We had breakfast at the airport. The room was the size of a prison cell and decorated like one (not). The odor of disinfectant was soooo strong it gave us a headache and we had to leave the room.,5.4
I dont like the service which they provide for me The staff is useless no water and the location is worst,3
Nothing the staff was very rude The man at the reception was very rude and let me pay for parking without staying there  for 3 hours,1
The shuttle to & from the central train station was convenient for our travels.The room was clean & what we expected. ,7.5
Hotel staff made a note of our request to have rooms on same floor. Check in was easy. All staff are very nice and helpful. Breakfast was OK lots of choice but at $15 it should be. Hotel is 10 min journey by taxi cost $16 as our flight arrive in the afternoon and shuttle bus only starts again at 6pm. Rooms are a bit tired and could do with a re vamp.  Rooms noisy even with the extra door shut over. I was in 110 which is right above the front door so also has the added noise of people getting on the shuttle bus.,8
Great place to stay when you wait for your flight ,8
Quiet surrounding Hotel services limited due to pandemy. Room has a smell of a cigaretes bathroom shower showing a sign of a heavy exploitation. Parking fee,5.8
The crew was very amiable. The breakfast was excellent. The free shuttle to te airport very convenient. ,8
Needed a basic hotel room for a night near the airport that allowed dogs to stay and this was a perfect fit. Very friendly and welcoming staff a nice funky feel and the added bonus was nearby corn field that was perfect for walking the dog in!  ,9.2
just to warn other travellers. when you book the hotel pay attention to the name of airport you are arriving to/ departing from) there are 2 of them in Brussels.. and really far from each other) so dont make the same mistake I did)) mixing the airports and than travelling for almost 3 hours to the hotel)) ,7
6am breakfast They did not have an iron!,8
Near the airport. Free shuttle bus to airport. ,9.2
The breakfast the bathrooms smelt so badly I had to change rooms and still had the same smell in bathrooms. I think it is a health hazard at this point.,1
Breakfast was good. Room comfortable. Reception taking £5 tax off me when it was already paid,5
The room was very comfortable and the transport to and from the airport very convenient. The room was not very clean there was a dirty towel in the bathroom and I found hair on the floor.,8.8
Very good breakfast though enough parking and close to bus connection downtown. Somewhat worn out and room did not seem completely clean. And was quite small.,5
large rooms limited time schedule for bus shuttles,8
Breakfast is very delicious The staff at the reception are not giving enough information,6.7
Close to the Bourget area and close to the airport Hotel is ok - small fridge would be nice,8.3
During covid times so not the full hotel experience. Great location - only 10 minutes drive from the Airport. Facilities look good although restaurant was closed due to lockdown. Plenty of onsite parking charged at 12Euro per night  A takeaway breakfast was catered for although nothing too fancy. ,8
very kind personnel. Clean room comfortable bed very well equipped bathroom good WiFi and TV enough storage. At one stones throw from the airport. Due to Covid restrictions they served me a pretty good breakfast to have in the room. Very recommendable. Theres a light smell of cleaning products on the corridors,8.8
The breakfast was very good Twice I was eating meat in the restaurant (spare ribs and chicken) and twice I had to ask for meat that wasnt overcooked /  fried so much that one could not use a knife. The service was great and swift with this but I noticed an issue with cooking meat.. Salmon was ok but again it looks like this process is not going well. In the room I expected a water cooker to make tea. The vending machine didnt accept two euro coins and waiting for a fix took too long.,7
I am not able to find any advantage of this hotel. Whole hotel was little bit dirty. Better to use cheaper hotel ibis few meters next to this one. It is cheaper solution and quality je almost the same. This hotel just hlave aircondition. By it is not worth almost double price as that cheaper one.,4
Friendly staff and very central Airflow in the room was poor but the fan available resolved this,8.8
The location was great. The waiting time in the reception for our chack in was more tha 30minutes. There was no fridge in the room and no AC. There was only a small vendilator that did not work. Overall not a good experience. Would not visit again even though we have stayed in many hotels from Ibis.,3
 excessively hot room. no air-conditioning. no ventilation. windows locked. a basic fan was provided with the room.,5.8
Parking lot inside the building with a attractive parking  fee for hotel guests although can only be paid cash. Nice restaurant across the street.  Generally the standard IBIS. Indoor cycling trainer is located in the middle of the floor corridor in front of all the rooms which is weird. As for those who train but also for people living on that floor. Very dirty hotel entrance the stairway was just covered with cigarette buts. The hotel is located in the same building as the shopping mall with lots of shady people running around at night. Liege is generally not the place you want to visit as a tourist. ,7.1
the breakfast the shower was broken so we have to hold it with one hand during the shower,8
In the very center parkplace across the street Although it was clean it gave an impression of old and dusty,7
Location is the best feature. Friendly staff and helpful.Parking not free but with reduced fee very advantageous. Room very small and a bit old it looked that the WC was renovated but the bedroom no. ,7
In the centre of Liege very comfortable bed and amazing view.  ,10
location value The bedding was bit soft for me  and the power code were not near the bed,8
Fantastic location great value discounted parking and friendly staff! The rooms were incredibly hot and we didnt have the ability to lower the temp or open a window. A fan was provided but it still wasnt enough.,8.3
Clean comfortable room and friendly staff. Very good central location.  The heating was on in the room and could not be turned off so it was too warm in the room.,9.6
I liked the location the staff. The room was very small there was no fridge little bathroom supplies. At breakfast there were no vegetables.,7
Staff were very friendly No fridge on the room carpet looked a little old,7
The location Poor breakfast hardly no greens staff not service minded s tains on the carpet in the room no air condition in the room.,3.8
We did not take the breakfast so I cannot tell. The location of the hotel was good and easy access. Personnel was friendly! ,10
 Bad smell in the room impossible to open the windows also checked with the receptionist no AC to get some fresh air during the night ,7
Convenient location. Nice staff in morning and afternoon shift. Fast check-in/out Evening shift wasnt wearing mask. Carpet had chlorine stains.,7
A kettle would have been lovely just to make a cup of tea ,10
The area clean abd nice rooms We were at the side where we couldnt open the windows and it was such a pitty (understandable why not but still.) otherwise everything was fine,9
The location room was quiet to the backsidebut easy if you cannot open the window No GO: Not possible to get fresh air into the room feels like prison.its very small one person must go out of the bed like crab because the wall is too close to the bed.we are youngbut no option especially for older couples! Breakfast crazy bad :(,4.6
when we arrived and couldnt find the entrance we phoned the reception and the man at the entrance was very friendly and helpfull and we always could go to him for questions or some help overall all the staff in the hotel was very friendly and helpfull the car park is very old and dated but this hasnt to do with the hotel however they could have put signs towards the entrance of the hotel in the car park,8
Good .we enjoyed it but we think that in the price air condition is includ thats the only disappointment if not every thing is fine.thanks ,7
 The cleaning they have to clean better the room . I saw the desk with a coffee stain .,8
 plastic glasses in the bathroom should be replaced in particular as a focus is put on environmental protection.,7
Typical Ibis. Check in easy staff pleasant and capable room comfortable with a good view. Breakfast is usual Ibis affair i.e. better than a youth hostel but not by a long margin. ,8
Best location. Not the best facilities but acceptable.,9
Huge and very comfortable bed! Shower was small but ok.,10
hmmm..MIGHT BE GOOD FOR BUSINESS TRAVERLERS Arriving on an weekend evening location was sketchy even though in the middle of town:,5
Nice room with view. In center of Liege walking distance to many attractions. Parking under the hotel. Breakfast facility was just restarting after being closed for months due to the Covid-19 crisis. Therefore breakfast had to be ordered one day in advance and was mostly prepackaged in a paper bag.,8
Chromecast in the room friendly staff good breakfast great location The pillows werent so good,9
Plenty of eateries to choose from. When we called the hotel to ask about where to park we was put through to the main call centre who told us to park in St Denis.  When we walked to the hotel and checked in we was then made aware the parking garage was directly beneath the hotel with a direct access lift.  This information could be updated to the call centre.,10
Location good The rooms were too hot. No way to drop temperature. Impossible toSleep.,6.7
 The big problem with this hotel is their centrally controlled air con system which did not seem to be working well enough and the windows in our room were hermetically sealed. We were sweltering in this breathless room and couldnt sleep - I had to call reception at about midnight who swiftly moved us to a room where the windows opened. Id never normally complain like this but it was like being suffocated. Big relief and a much better nights sleep (although the new bathroom smelled slightly of smoke!). The hotel is nice clean spacious well located and people are friendly but the temperature control was a total deal breaker. There was also no apology at any stage or explanation. Reception check in was also slow as they only had one person on the desk.,5.4
Really central lots of things to do and see. Loads of restaurants close at hand  All was good no complaints ,10
 Windows wouldnt open and no air con very uncomfortable nights sleep. Not good especially when traveling for work,3
The location is superb. The indoor bathroom is very decent and convenient. Along with overall general facilities and cleanliness. The hostel has youth in its title (and my receipt) but I ended up sharing a room with a 50 years old guy.,8.3
Must eat their breakfast. Worth for money. ,7.9
Good value for the money close to the central station and city center Fungus at the bathroom,8.3
My single room is at the end quiet. Room and bathroom are spacious. Bathroom has shower gel which is better than Sleep Well Hostel.  Breakfast is too simple. That would be nice if there is a bath towel for $57 single  room.,9.2
The breakfast was basic but very nice There was quite a lot of noise outside since our room was at the street side,7
Breakfast location and customer care. I dint like the way i slept with many people  I mean i was Not used,5
It was clean the bedsheets were free breakfast was included. It was quite close to the city Center. Would definitely stay here again  ,8.8
Nice breakfast. The room could be bigger,9.2
 Toilet and shower private but outside the room.,7.9
 The hostel doesnt provide a cover for the quilt so every people staying on the bed use a quilt that has been used by many people without cleaning. My quilt literally smells like PEE I didnt sleep well at night cause I kept smelling disgusting smell from the quilt. It also doesnt even look clean btw just a mess. ,4.6
Location handy for the local bus from the airport. Also about 15 - 20 minutes walk to the centre. Staff were friendly. Breakfast was really nice. Its a bit odd that the toilet is outside the room and around the corner in the case of my room. Only shower in the room. But it was fine.,9
The breakfast was ok the essencial was there for a nice morning meal! the room was not like the pictures so not what we expected but still an ok room for an hostel. We checked in late at nigt and that wasn´t a problem. The hostel is just 20 min walking to the center and 7min by e-bike. If you want a sheep place and you doesn´t matter for the style of the room tis is the place! A person (staff) enter in our room in the morning with out permission and we were naked. He nocked I said Yes and he just opened the door.,6.7
The staff is really friendly and niceLocation is near the train station and flixbus stops as well There is no soap in the bathroom and no toilette in the rooms bathroom so only two toilettes shared by the whole floor. ,8.8
The hostel was easy to find on the map. Located not far from the city centre and main tourist attractions. I was really pleased with variety of food for breakfast. Staff were very friendly and helpful. ,9.2
Decent breakfast- hot drinks etc good shower Not comfiest beds or bedding no air con,8
Good choice they even had juices and sufficient choice of meals. My room was plenty spacious and even had its own wash sink with large mirror. I would prefer if shower room could be locked. Locker size in rooms is too small. The night reception is little unintuitively disguised as a bar.,6
Good hostel for the price. The room is nice and have bathroom inside. Good breakfast included. The location is great - close to the metro station and other attractions just 10 min walk from Noord Station. The bathroom inside the room could be more clean.,7.9
clean and in the city centre. great breakfast as well -,8.3
Staff were friendly Too far from the centre and not enough to do nearby,7.5
They have soymilk and vegan options(margarine marmalade fruits) for breakfast. Breakfast is included and pretty okay for a hostel Check out is easy   It wasnt clean. The trashbin in our room wasnt even emptyCheck in was not really flexible. We waited almost an hour. And then there was a queue But its not expensive Ouh and the beds arent comfortable and there is no elevator but how I already said for the price its okay ,7.1
Breakfast was good the bed was a bit uncomfy it was very well located. Bed wasnt comfortable,7
The breakfast for a youth hostel was really good. Fresh fruits three sorts of jam ham and cheese. The staff was super kind and nice they also have their honest opinion on tours for example which I think is always gold worth! Actually I think I was in one of the oldest rooms of the hostel. The room could have been a bit more clean. There were some hairs from a previous visitor left in the closet. And the one with the blanket is still like this (only a sheet and a normal inlet). If you know it you can arrange and I think that the reason is because of the heat during the summer. So please understand this as a neutral point!  The location might be in the centrum but its still everytime a quick fifteen minute walk so maybe its better for a solo traveller to stay closer inside.,7.9
Location good. Walkable to town centre without being stuck there. Kitchen use limited to specific hours. Could not cook breakfast in morning or make tea after 2200. 4 bed room felt small with 4 adults. Limited indoor places to sit. Bar had loud music so difficult to Skype. Staff variable. excellent to indifferent. Good place for school groups. Terrace will be good in warm weather. Little atmosphere for independent travellers.,7.9
The breakfast was good. Good location easy walk to the Grand Place. Room was big enough. Beds were not very comfortable. A shower curtain would have been useful.,7.9
The location it was near supermarkets bus station. The fact that it had a vending machine with water at 1$. Great deal.  The sheets were a little bit dirty. The people from other rooms were making a lot of noises at night although it was a rule for no noise after 10 PM.  ,7.9
Excellent location great staff very helpful. Would stay again ,9.2
Very tidy room the personnel is really professional and the general building is awesome. Really cheap price cant ask for much more. The plugs in the rooms should be more than one and close to each bed. The breakfast was very basic I suggest including some more types of dishes even with a small fee.,8.3
